dataset,party,year,prefecture,municipality,seat_count,municipality_count,total_compensation,annual_compensation
yearly,自由民主党,2006.0,,,32,6,360275920.0,
yearly,自由民主党,2007.0,,,500,54,5988538586.0,
yearly,自由民主党,2008.0,,,45,4,551077580.0,
yearly,自由民主党,2009.0,,,32,8,364213240.0,
yearly,自由民主党,2010.0,,,36,9,410430178.0,
yearly,自由民主党,2011.0,,,506,61,6038525800.0,
yearly,自由民主党,2012.0,,,40,2,493983840.0,
yearly,自由民主党,2013.0,,,84,10,973937670.0,
yearly,自由民主党,2014.0,,,21,10,235481358.0,
yearly,自由民主党,2015.0,,,560,57,6669628982.0,
yearly,自由民主党,2016.0,,,42,2,515348120.0,
yearly,自由民主党,2017.0,,,55,7,630500630.0,
yearly,自由民主党,2018.0,,,28,9,322471768.0,
yearly,自由民主党,2019.0,,,580,58,6926096482.0,
yearly,自由民主党,2020.0,,,43,3,526486560.0,
yearly,自由民主党,2021.0,,,79,13,920917400.0,
yearly,自由民主党,2022.0,,,28,12,323148608.0,
yearly,自由民主党,2023.0,,,536,59,6370656066.0,
yearly,自由民主党,2024.0,,,37,6,454692410.0,
yearly,葛飾に維新を起こす会,2021.0,,,1,1,11992160.0,
yearly,葛飾・生活者ネットワーク,2021.0,,,1,1,11992160.0,
yearly,豊島・生活者ネットワーク,2003.0,,,1,1,11921580.0,
yearly,豊島・生活者ネットワーク,2007.0,,,1,1,11921580.0,
yearly,豊島・生活者ネットワーク,2011.0,,,1,1,11921580.0,
yearly,豊島・生活者ネットワーク,2015.0,,,1,1,11921580.0,
yearly,豊島・生活者ネットワーク,2019.0,,,1,1,11921580.0,
yearly,豊島行革１１０番,2003.0,,,1,1,11921580.0,
yearly,豊島行革１１０番,2007.0,,,1,1,11921580.0,
yearly,越谷市民ネットワーク,1999.0,,,2,1,24035000.0,
yearly,越谷市民ネットワーク,2003.0,,,1,1,12017500.0,
yearly,越谷市民ネットワーク,2007.0,,,1,1,12017500.0,
yearly,越谷市民ネットワーク,2011.0,,,1,1,12017500.0,
yearly,越谷市民ネットワーク,2015.0,,,2,1,24035000.0,
yearly,越谷市民ネットワーク,2019.0,,,2,1,24035000.0,
yearly,越谷市民ネットワーク,2021.0,,,1,1,12017500.0,
yearly,越谷市民ネットワーク,2023.0,,,3,1,36052500.0,
yearly,足立・生活者ネットワーク,1999.0,,,1,1,11946700.0,
yearly,農業党,2023.0,,,1,1,12059300.0,
yearly,都政を革新する会,2003.0,,,2,1,23324756.0,
yearly,都政を革新する会,2007.0,,,1,1,11662378.0,
yearly,都政を革新する会,2019.0,,,1,1,11662378.0,
yearly,都政を革新する会,2023.0,,,1,1,11662378.0,
yearly,都民ファーストの会,2019.0,,,22,13,259821928.0,
yearly,都民ファーストの会,2021.0,,,1,1,11992160.0,
yearly,都民ファーストの会,2023.0,,,34,21,401027282.0,
yearly,青年自由,1999.0,,,1,1,11544070.0,
yearly,高槻ご意見番,2007.0,,,1,1,13728000.0,
yearly,高槻ご意見番,2011.0,,,1,1,13728000.0,
yearly,高槻ご意見番,2015.0,,,1,1,13728000.0,
yearly,高槻ご意見番,2019.0,,,1,1,13728000.0,
yearly,高槻ご意見番,2023.0,,,1,1,13728000.0,
yearly,高槻維新の会,2011.0,,,2,1,27456000.0,
municipality,日本共産党,1998.0,静岡県,静岡市,1,1,13724100.0,13724100.0
municipality,無所属,1998.0,静岡県,静岡市,1,1,13724100.0,13724100.0
municipality,公明党,1998.0,鳥取県,鳥取市,4,1,35340000.0,8835000.0
municipality,新社会党,1998.0,鳥取県,鳥取市,1,1,8835000.0,8835000.0
municipality,日本共産党,1998.0,鳥取県,鳥取市,3,1,26505000.0,8835000.0
municipality,無所属,1998.0,鳥取県,鳥取市,22,1,194370000.0,8835000.0
municipality,自由民主党,1998.0,鳥取県,鳥取市,2,1,17670000.0,8835000.0
municipality,公明党,1999.0,兵庫県,明石市,6,1,75129600.0,12521600.0
municipality,新社会党,1999.0,兵庫県,明石市,1,1,12521600.0,12521600.0
municipality,日本共産党,1999.0,兵庫県,明石市,5,1,62608000.0,12521600.0
municipality,民主党,1999.0,兵庫県,明石市,3,1,37564800.0,12521600.0
municipality,無所属,1999.0,兵庫県,明石市,16,1,200345600.0,12521600.0
municipality,自由民主党,1999.0,兵庫県,明石市,2,1,25043200.0,12521600.0
municipality,公明党,1999.0,兵庫県,西宮市,8,1,114866399.99999999,14358299.999999998
municipality,日本共産党,1999.0,兵庫県,西宮市,8,1,114866399.99999999,14358299.999999998
municipality,民主党,1999.0,兵庫県,西宮市,2,1,28716599.999999996,14358299.999999998
municipality,無所属,1999.0,兵庫県,西宮市,24,1,344599199.99999994,14358299.999999998
municipality,社会民主党,1999.0,兵庫県,西宮市,3,1,43074899.99999999,14358299.999999998
municipality,自由民主党,1999.0,兵庫県,西宮市,4,1,57433199.99999999,14358299.999999998
municipality,公明党,1999.0,千葉県,柏市,6,1,72355800.0,12059300.0
municipality,市民ネットワーク・かしわ,1999.0,千葉県,柏市,2,1,24118600.0,12059300.0
municipality,新社会党,1999.0,千葉県,柏市,1,1,12059300.0,12059300.0
municipality,日本共産党,1999.0,千葉県,柏市,4,1,48237200.0,12059300.0
municipality,無所属,1999.0,千葉県,柏市,20,1,241186000.0,12059300.0
municipality,自由民主党,1999.0,千葉県,柏市,3,1,36177900.0,12059300.0
municipality,公明党,1999.0,埼玉県,川口市,10,1,120474000.0,12047400.0
municipality,国民会議,1999.0,埼玉県,川口市,1,1,12047400.0,12047400.0
municipality,日本共産党,1999.0,埼玉県,川口市,7,1,84331800.0,12047400.0
municipality,無所属,1999.0,埼玉県,川口市,9,1,108426600.0,12047400.0
municipality,社会民主党,1999.0,埼玉県,川口市,1,1,12047400.0,12047400.0
municipality,自由民主党,1999.0,埼玉県,川口市,18,1,216853200.0,12047400.0
municipality,公明党,1999.0,埼玉県,越谷市,6,1,72105000.0,12017500.0
municipality,日本共産党,1999.0,埼玉県,越谷市,4,1,48070000.0,12017500.0
municipality,民主党,1999.0,埼玉県,越谷市,2,1,24035000.0,12017500.0
municipality,無所属,1999.0,埼玉県,越谷市,14,1,168245000.0,12017500.0
municipality,社会民主党,1999.0,埼玉県,越谷市,1,1,12017500.0,12017500.0
municipality,自由民主党,1999.0,埼玉県,越谷市,3,1,36052500.0,12017500.0
municipality,越谷市民ネットワーク,1999.0,埼玉県,越谷市,2,1,24035000.0,12017500.0
municipality,公明党,1999.0,大阪府,寝屋川市,8,1,107561040.0,13445130.0
municipality,日本共産党,1999.0,大阪府,寝屋川市,6,1,80670780.0,13445130.0
municipality,民主党,1999.0,大阪府,寝屋川市,3,1,40335390.0,13445130.0
municipality,無所属,1999.0,大阪府,寝屋川市,15,1,201676950.0,13445130.0
municipality,社会民主党,1999.0,大阪府,寝屋川市,1,1,13445130.0,13445130.0
municipality,自由民主党,1999.0,大阪府,寝屋川市,1,1,13445130.0,13445130.0
municipality,公明党,1999.0,大阪府,枚方市,8,1,103626240.0,12953280.0
municipality,日本共産党,1999.0,大阪府,枚方市,7,1,90672960.0,12953280.0
municipality,民主党,1999.0,大阪府,枚方市,6,1,77719680.0,12953280.0
municipality,無所属,1999.0,大阪府,枚方市,15,1,194299200.0,12953280.0
municipality,公明党,1999.0,山梨県,甲府市,4,1,44132000.0,11033000.0
municipality,日本共産党,1999.0,山梨県,甲府市,3,1,33099000.0,11033000.0
municipality,民主党,1999.0,山梨県,甲府市,2,1,22066000.0,11033000.0
municipality,無所属,1999.0,山梨県,甲府市,24,1,264792000.0,11033000.0
municipality,社会民主党,1999.0,山梨県,甲府市,1,1,11033000.0,11033000.0
municipality,公明党,1999.0,岐阜県,岐阜市,5,1,67600000.0,13520000.0
municipality,日本共産党,1999.0,岐阜県,岐阜市,5,1,67600000.0,13520000.0
municipality,民主党,1999.0,岐阜県,岐阜市,4,1,54080000.0,13520000.0
municipality,無所属,1999.0,岐阜県,岐阜市,8,1,108160000.0,13520000.0
municipality,社会民主党,1999.0,岐阜県,岐阜市,1,1,13520000.0,13520000.0
municipality,自由民主党,1999.0,岐阜県,岐阜市,21,1,283920000.0,13520000.0
municipality,公明党,1999.0,岩手県,盛岡市,2,1,23088140.0,11544070.0
municipality,日本共産党,1999.0,岩手県,盛岡市,4,1,46176280.0,11544070.0
municipality,民主党,1999.0,岩手県,盛岡市,1,1,11544070.0,11544070.0
municipality,無所属,1999.0,岩手県,盛岡市,32,1,369410240.0,11544070.0
municipality,社会民主党,1999.0,岩手県,盛岡市,4,1,46176280.0,11544070.0
municipality,青年自由,1999.0,岩手県,盛岡市,1,1,11544070.0,11544070.0
municipality,公明党,1999.0,広島県,呉市,4,1,45760000.0,11440000.0
municipality,新社会党,1999.0,広島県,呉市,1,1,11440000.0,11440000.0
municipality,日本共産党,1999.0,広島県,呉市,2,1,22880000.0,11440000.0
municipality,民主党,1999.0,広島県,呉市,2,1,22880000.0,11440000.0
municipality,無所属,1999.0,広島県,呉市,22,1,251680000.0,11440000.0
municipality,社会民主党,1999.0,広島県,呉市,3,1,34320000.0,11440000.0
municipality,世田谷・生活者ネットワーク,1999.0,東京都,世田谷区,4,1,48219600.0,12054900.0
municipality,世田谷行革110番,1999.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,公明党,1999.0,東京都,世田谷区,11,1,132603900.0,12054900.0
municipality,日本共産党,1999.0,東京都,世田谷区,6,1,72329400.0,12054900.0
municipality,民主党,1999.0,東京都,世田谷区,5,1,60274500.0,12054900.0
municipality,無所属,1999.0,東京都,世田谷区,4,1,48219600.0,12054900.0
municipality,社会民主党,1999.0,東京都,世田谷区,3,1,36164700.0,12054900.0
municipality,自由党,1999.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,自由民主党,1999.0,東京都,世田谷区,19,1,229043100.0,12054900.0
municipality,公明党,1999.0,東京都,中央区,5,1,59267000.0,11853400.0
municipality,日本共産党,1999.0,東京都,中央区,5,1,59267000.0,11853400.0
municipality,無所属,1999.0,東京都,中央区,9,1,106680600.0,11853400.0
municipality,自由民主党,1999.0,東京都,中央区,11,1,130387400.0,11853400.0
municipality,八王子・生活者ネットワーク,1999.0,東京都,八王子市,2,1,25864000.0,12932000.0
municipality,公明党,1999.0,東京都,八王子市,9,1,116388000.0,12932000.0
municipality,日本共産党,1999.0,東京都,八王子市,4,1,51728000.0,12932000.0
municipality,民主党,1999.0,東京都,八王子市,2,1,25864000.0,12932000.0
municipality,無所属,1999.0,東京都,八王子市,18,1,232776000.0,12932000.0
municipality,社会民主党,1999.0,東京都,八王子市,1,1,12932000.0,12932000.0
municipality,自由民主党,1999.0,東京都,八王子市,4,1,51728000.0,12932000.0
municipality,公明党,1999.0,東京都,北区,10,1,118771200.0,11877120.0
municipality,新社会党,1999.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,日本共産党,1999.0,東京都,北区,9,1,106894080.0,11877120.0
municipality,民主党,1999.0,東京都,北区,4,1,47508480.0,11877120.0
municipality,無所属,1999.0,東京都,北区,6,1,71262720.0,11877120.0
municipality,社会民主党,1999.0,東京都,北区,3,1,35631360.0,11877120.0
municipality,自由民主党,1999.0,東京都,北区,13,1,154402560.0,11877120.0
municipality,公明党,1999.0,東京都,千代田区,2,1,23777600.0,11888800.0
municipality,日本共産党,1999.0,東京都,千代田区,3,1,35666400.0,11888800.0
municipality,無所属,1999.0,東京都,千代田区,8,1,95110400.0,11888800.0
municipality,自由民主党,1999.0,東京都,千代田区,12,1,142665600.0,11888800.0
municipality,公明党,1999.0,東京都,品川区,8,1,92402880.0,11550360.0
municipality,品川・生活者ネットワーク,1999.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,日本共産党,1999.0,東京都,品川区,8,1,92402880.0,11550360.0
municipality,民主党,1999.0,東京都,品川区,5,1,57751800.0,11550360.0
municipality,無所属,1999.0,東京都,品川区,4,1,46201440.0,11550360.0
municipality,社会民主党,1999.0,東京都,品川区,2,1,23100720.0,11550360.0
municipality,自由民主党,1999.0,東京都,品川区,14,1,161705040.0,11550360.0
municipality,公明党,1999.0,東京都,大田区,12,1,146757456.0,12229788.0
municipality,大田・生活者ネットワーク,1999.0,東京都,大田区,2,1,24459576.0,12229788.0
municipality,日本共産党,1999.0,東京都,大田区,10,1,122297880.0,12229788.0
municipality,民主党,1999.0,東京都,大田区,3,1,36689364.0,12229788.0
municipality,無所属,1999.0,東京都,大田区,2,1,24459576.0,12229788.0
municipality,社会民主党,1999.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,緑の党,1999.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,自由党,1999.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,自由民主党,1999.0,東京都,大田区,18,1,220136184.0,12229788.0
municipality,公明党,1999.0,東京都,文京区,5,1,54799350.0,10959870.0
municipality,日本共産党,1999.0,東京都,文京区,9,1,98638830.0,10959870.0
municipality,民主党,1999.0,東京都,文京区,9,1,98638830.0,10959870.0
municipality,無所属,1999.0,東京都,文京区,7,1,76719090.0,10959870.0
municipality,社会民主党,1999.0,東京都,文京区,1,1,10959870.0,10959870.0
municipality,自由民主党,1999.0,東京都,文京区,6,1,65759220.0,10959870.0
municipality,公明党,1999.0,東京都,新宿区,9,1,101064600.0,11229400.0
municipality,国民会議,1999.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,新社会党,1999.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,日本共産党,1999.0,東京都,新宿区,9,1,101064600.0,11229400.0
municipality,民主党,1999.0,東京都,新宿区,2,1,22458800.0,11229400.0
municipality,無所属,1999.0,東京都,新宿区,8,1,89835200.0,11229400.0
municipality,社会民主党,1999.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,自由民主党,1999.0,東京都,新宿区,13,1,145982200.0,11229400.0
municipality,公明党,1999.0,東京都,板橋区,11,1,127380000.0,11580000.0
municipality,日本共産党,1999.0,東京都,板橋区,11,1,127380000.0,11580000.0
municipality,板橋・生活者ネットワーク,1999.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,民主党,1999.0,東京都,板橋区,4,1,46320000.0,11580000.0
municipality,無所属,1999.0,東京都,板橋区,4,1,46320000.0,11580000.0
municipality,社会民主党,1999.0,東京都,板橋区,2,1,23160000.0,11580000.0
municipality,自由民主党,1999.0,東京都,板橋区,17,1,196860000.0,11580000.0
municipality,公明党,1999.0,東京都,江戸川区,13,1,150157800.0,11550600.0
municipality,日本共産党,1999.0,東京都,江戸川区,5,1,57753000.0,11550600.0
municipality,民主党,1999.0,東京都,江戸川区,3,1,34651800.0,11550600.0
municipality,江戸川・生活者ネットワーク,1999.0,東京都,江戸川区,2,1,23101200.0,11550600.0
municipality,無所属,1999.0,東京都,江戸川区,8,1,92404800.0,11550600.0
municipality,社会民主党,1999.0,東京都,江戸川区,1,1,11550600.0,11550600.0
municipality,自由民主党,1999.0,東京都,江戸川区,16,1,184809600.0,11550600.0
municipality,公明党,1999.0,東京都,江東区,11,1,131650200.0,11968200.0
municipality,日本共産党,1999.0,東京都,江東区,8,1,95745600.0,11968200.0
municipality,民主党,1999.0,東京都,江東区,4,1,47872800.0,11968200.0
municipality,無所属,1999.0,東京都,江東区,6,1,71809200.0,11968200.0
municipality,社会民主党,1999.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,自由民主党,1999.0,東京都,江東区,14,1,167554800.0,11968200.0
municipality,公明党,1999.0,東京都,目黒区,6,1,67567200.0,11261200.0
municipality,日本共産党,1999.0,東京都,目黒区,4,1,45044800.0,11261200.0
municipality,民主党,1999.0,東京都,目黒区,4,1,45044800.0,11261200.0
municipality,無所属,1999.0,東京都,目黒区,8,1,90089600.0,11261200.0
municipality,目黒・生活者ネットワーク,1999.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,社会民主党,1999.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,自由民主党,1999.0,東京都,目黒区,12,1,135134400.0,11261200.0
municipality,公明党,1999.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,日本共産党,1999.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,無所属,1999.0,東京都,荒川区,5,1,60903000.0,12180600.0
municipality,自由党,1999.0,東京都,荒川区,4,1,48722400.0,12180600.0
municipality,自由民主党,1999.0,東京都,荒川区,13,1,158347800.0,12180600.0
municipality,公明党,1999.0,東京都,豊島区,8,1,95372640.0,11921580.0
municipality,日本共産党,1999.0,東京都,豊島区,8,1,95372640.0,11921580.0
municipality,民主党,1999.0,東京都,豊島区,3,1,35764740.0,11921580.0
municipality,無所属,1999.0,東京都,豊島区,4,1,47686320.0,11921580.0
municipality,社会民主党,1999.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,自由党,1999.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,自由民主党,1999.0,東京都,豊島区,14,1,166902120.0,11921580.0
municipality,公明党,1999.0,東京都,足立区,16,1,191147200.0,11946700.0
municipality,吉田区政を守る無党派の会,1999.0,東京都,足立区,1,1,11946700.0,11946700.0
municipality,日本共産党,1999.0,東京都,足立区,12,1,143360400.0,11946700.0
municipality,民主党,1999.0,東京都,足立区,2,1,23893400.0,11946700.0
municipality,自由民主党,1999.0,東京都,足立区,24,1,286720800.0,11946700.0
municipality,足立・生活者ネットワーク,1999.0,東京都,足立区,1,1,11946700.0,11946700.0
municipality,公明党,1999.0,神奈川県,横須賀市,7,1,84561400.0,12080200.0
municipality,日本共産党,1999.0,神奈川県,横須賀市,3,1,36240600.0,12080200.0
municipality,民主党,1999.0,神奈川県,横須賀市,1,1,12080200.0,12080200.0
municipality,無所属,1999.0,神奈川県,横須賀市,21,1,253684200.0,12080200.0
municipality,神奈川ネットワーク運動,1999.0,神奈川県,横須賀市,1,1,12080200.0,12080200.0
municipality,自由民主党,1999.0,神奈川県,横須賀市,13,1,157042600.0,12080200.0
municipality,公明党,1999.0,群馬県,高崎市,4,1,46740000.0,11685000.0
municipality,日本共産党,1999.0,群馬県,高崎市,3,1,35055000.0,11685000.0
municipality,民主党,1999.0,群馬県,高崎市,1,1,11685000.0,11685000.0
municipality,無所属,1999.0,群馬県,高崎市,27,1,315495000.0,11685000.0
municipality,社会民主党,1999.0,群馬県,高崎市,1,1,11685000.0,11685000.0
municipality,公明党,1999.0,長崎県,佐世保市,4,1,42134920.0,10533730.0
municipality,無所属,1999.0,長崎県,佐世保市,20,1,210674600.0,10533730.0
municipality,社会民主党,1999.0,長崎県,佐世保市,5,1,52668650.0,10533730.0
municipality,自由民主党,1999.0,長崎県,佐世保市,7,1,73736110.0,10533730.0
municipality,公明党,1999.0,長崎県,長崎市,5,1,57907450.0,11581490.0
municipality,日本共産党,1999.0,長崎県,長崎市,4,1,46325960.0,11581490.0
municipality,民主党,1999.0,長崎県,長崎市,11,1,127396390.0,11581490.0
municipality,無所属,1999.0,長崎県,長崎市,5,1,57907450.0,11581490.0
municipality,社会民主党,1999.0,長崎県,長崎市,2,1,23162980.0,11581490.0
municipality,自由党,1999.0,長崎県,長崎市,1,1,11581490.0,11581490.0
municipality,自由民主党,1999.0,長崎県,長崎市,18,1,208466820.0,11581490.0
municipality,公明党,1999.0,青森県,八戸市,2,1,21969600.0,10984800.0
municipality,日本共産党,1999.0,青森県,八戸市,2,1,21969600.0,10984800.0
municipality,無所属,1999.0,青森県,八戸市,27,1,296589600.0,10984800.0
