政党,年,都道府県,市区町村,座席数,期間総額（1人）,月額,推計総額,在任月数,期末手当回数（3月）,期末手当回数（6月）,期末手当回数（12月）
日本共産党,2011,栃木県,宇都宮市,4,44086000.0,670000.0,176344000.0,48,4,4,4
無所属,2011,栃木県,宇都宮市,35,44086000.0,670000.0,1543010000.0,48,4,4,4
社会民主党,2011,栃木県,宇都宮市,1,44086000.0,670000.0,44086000.0,48,4,4,4
日本共産党,2015,栃木県,宇都宮市,6,44086000.0,670000.0,264516000.0,48,4,4,4
無所属,2015,栃木県,宇都宮市,32,44086000.0,670000.0,1410752000.0,48,4,4,4
日本共産党,2019,栃木県,宇都宮市,6,44086000.0,670000.0,264516000.0,48,4,4,4
無所属,2019,栃木県,宇都宮市,37,44086000.0,670000.0,1631182000.0,48,4,4,4
日本共産党,2023,栃木県,宇都宮市,3,44086000.0,670000.0,132258000.0,48,4,4,4
無所属,2023,栃木県,宇都宮市,24,44086000.0,670000.0,1058064000.0,48,4,4,4
無所属,2021,沖縄県,那覇市,38,35628800.0,586000.0,1353894400.0,48,4,4,4
日本共産党,2003,滋賀県,大津市,3,6930530.0,563000.0,20791590.0,9,0,1,1
無所属,2003,滋賀県,大津市,31,6930530.0,563000.0,214846430.0,9,0,1,1
日本共産党,2004,滋賀県,大津市,1,27547590.0,563000.0,27547590.0,39,4,3,3
日本共産党,2007,滋賀県,大津市,2,34478120.0,563000.0,68956240.0,48,4,4,4
無所属,2007,滋賀県,大津市,34,34478120.0,563000.0,1172256080.0,48,4,4,4
日本共産党,2011,滋賀県,大津市,1,34478120.0,563000.0,34478120.0,48,4,4,4
無所属,2011,滋賀県,大津市,33,34478120.0,563000.0,1137777960.0,48,4,4,4
日本共産党,2015,滋賀県,大津市,2,34478120.0,563000.0,68956240.0,48,4,4,4
無所属,2015,滋賀県,大津市,29,34478120.0,563000.0,999865480.0,48,4,4,4
日本共産党,2019,滋賀県,大津市,1,34478120.0,563000.0,34478120.0,48,4,4,4
無所属,2019,滋賀県,大津市,27,34478120.0,563000.0,930909240.0,48,4,4,4
日本共産党,2023,滋賀県,大津市,1,34478120.0,563000.0,34478120.0,48,4,4,4
無所属,2023,滋賀県,大津市,27,34478120.0,563000.0,930909240.0,48,4,4,4
公明党,2003,熊本県,熊本市,8,41472000.0,675000.0,331776000.0,48,4,4,4
日本共産党,2003,熊本県,熊本市,2,41472000.0,675000.0,82944000.0,48,4,4,4
民主党,2003,熊本県,熊本市,1,41472000.0,675000.0,41472000.0,48,4,4,4
無所属,2003,熊本県,熊本市,27,41472000.0,675000.0,1119744000.0,48,4,4,4
社会民主党,2003,熊本県,熊本市,1,41472000.0,675000.0,41472000.0,48,4,4,4
自由民主党,2003,熊本県,熊本市,4,41472000.0,675000.0,165888000.0,48,4,4,4
公明党,2007,熊本県,熊本市,8,41472000.0,675000.0,331776000.0,48,4,4,4
日本共産党,2007,熊本県,熊本市,1,41472000.0,675000.0,41472000.0,48,4,4,4
民進党,2007,熊本県,熊本市,1,41472000.0,675000.0,41472000.0,48,4,4,4
無所属,2007,熊本県,熊本市,15,41472000.0,675000.0,622080000.0,48,4,4,4
立憲民主党,2007,熊本県,熊本市,1,41472000.0,675000.0,41472000.0,48,4,4,4
自由民主党,2007,熊本県,熊本市,8,41472000.0,675000.0,331776000.0,48,4,4,4
公明党,2003,石川県,金沢市,3,43008000.0,700000.0,129024000.0,48,4,4,4
日本共産党,2003,石川県,金沢市,4,43008000.0,700000.0,172032000.0,48,4,4,4
民主党,2003,石川県,金沢市,4,43008000.0,700000.0,172032000.0,48,4,4,4
無所属,2003,石川県,金沢市,15,43008000.0,700000.0,645120000.0,48,4,4,4
自由民主党,2003,石川県,金沢市,7,43008000.0,700000.0,301056000.0,48,4,4,4
公明党,2007,石川県,金沢市,6,43008000.0,700000.0,258048000.0,48,4,4,4
日本共産党,2007,石川県,金沢市,4,43008000.0,700000.0,172032000.0,48,4,4,4
民主党,2007,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
無所属,2007,石川県,金沢市,13,43008000.0,700000.0,559104000.0,48,4,4,4
立憲民主党,2007,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
自由民主党,2007,石川県,金沢市,6,43008000.0,700000.0,258048000.0,48,4,4,4
公明党,2011,石川県,金沢市,3,43008000.0,700000.0,129024000.0,48,4,4,4
参政党,2011,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
国民民主党,2011,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
日本共産党,2011,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
日本維新の会,2011,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
無所属,2011,石川県,金沢市,14,43008000.0,700000.0,602112000.0,48,4,4,4
立憲民主党,2011,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
自由民主党,2011,石川県,金沢市,8,43008000.0,700000.0,344064000.0,48,4,4,4
公明党,2015,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
国民民主党,2015,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
日本共産党,2015,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
無所属,2015,石川県,金沢市,15,43008000.0,700000.0,645120000.0,48,4,4,4
社会民主党,2015,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
自由民主党,2015,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
公明党,2019,石川県,金沢市,4,43008000.0,700000.0,172032000.0,48,4,4,4
日本共産党,2019,石川県,金沢市,4,43008000.0,700000.0,172032000.0,48,4,4,4
民主党,2019,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
無所属,2019,石川県,金沢市,24,43008000.0,700000.0,1032192000.0,48,4,4,4
自由民主党,2019,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
みんなの党,2023,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
公明党,2023,石川県,金沢市,3,43008000.0,700000.0,129024000.0,48,4,4,4
日本一愛知の会,2023,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
日本共産党,2023,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
民主党,2023,石川県,金沢市,2,43008000.0,700000.0,86016000.0,48,4,4,4
減税尾張旭,2023,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
無所属,2023,石川県,金沢市,20,43008000.0,700000.0,860160000.0,48,4,4,4
自由民主党,2023,石川県,金沢市,1,43008000.0,700000.0,43008000.0,48,4,4,4
無所属,2005,神奈川県,川崎市,1,152985600.0,830000.0,152985600.0,144,12,12,12
日本共産党,2017,神奈川県,川崎市,1,50995200.0,830000.0,50995200.0,48,4,4,4
日本共産党,2021,神奈川県,川崎市,1,50995200.0,830000.0,50995200.0,48,4,4,4
無所属,2009,神奈川県,横浜市,1,9768250.0,953000.0,9768250.0,8,1,0,1
無所属,2010,神奈川県,横浜市,1,3097250.0,953000.0,3097250.0,1,0,1,0
無所属,2010,神奈川県,横浜市,1,20489500.0,953000.0,20489500.0,17,1,1,1
無所属,2011,神奈川県,横浜市,1,15724500.0,953000.0,15724500.0,12,1,1,1
無所属,2012,神奈川県,横浜市,1,4050250.0,953000.0,4050250.0,2,0,0,1
日本共産党,2013,神奈川県,横浜市,1,69807250.0,953000.0,69807250.0,53,5,5,4
無所属,2017,神奈川県,横浜市,1,64804000.0,953000.0,64804000.0,50,4,4,4
日本維新の会,2021,神奈川県,横浜市,1,953000.0,953000.0,953000.0,1,0,0,0
無所属,2021,神奈川県,横浜市,1,62898000.0,953000.0,62898000.0,48,4,4,4
公明党,1999,神奈川県,横須賀市,2,39664400.0,646000.0,79328800.0,48,4,4,4
日本共産党,1999,神奈川県,横須賀市,4,39664400.0,646000.0,158657600.0,48,4,4,4
無所属,1999,神奈川県,横須賀市,35,39664400.0,646000.0,1388254000.0,48,4,4,4
公明党,2003,神奈川県,横須賀市,2,39664400.0,646000.0,79328800.0,48,4,4,4
日本共産党,2003,神奈川県,横須賀市,4,39664400.0,646000.0,158657600.0,48,4,4,4
無所属,2003,神奈川県,横須賀市,31,39664400.0,646000.0,1229596400.0,48,4,4,4
とうごうの未来を創る会,2007,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
公明党,2007,神奈川県,横須賀市,2,39664400.0,646000.0,79328800.0,48,4,4,4
日本共産党,2007,神奈川県,横須賀市,3,39664400.0,646000.0,118993200.0,48,4,4,4
次世代の党,2007,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
民主党,2007,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
無所属,2007,神奈川県,横須賀市,28,39664400.0,646000.0,1110603200.0,48,4,4,4
立憲民主党,2007,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
公明党,2011,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
国民民主党,2011,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
日本共産党,2011,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
日本維新の会,2011,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
無所属,2011,神奈川県,横須賀市,20,39664400.0,646000.0,793288000.0,48,4,4,4
公明党,2015,神奈川県,横須賀市,4,39664400.0,646000.0,158657600.0,48,4,4,4
日本共産党,2015,神奈川県,横須賀市,5,39664400.0,646000.0,198322000.0,48,4,4,4
無所属,2015,神奈川県,横須賀市,27,39664400.0,646000.0,1070938800.0,48,4,4,4
公明党,2019,神奈川県,横須賀市,5,39664400.0,646000.0,198322000.0,48,4,4,4
日本共産党,2019,神奈川県,横須賀市,3,39664400.0,646000.0,118993200.0,48,4,4,4
日本維新の会,2019,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
無所属,2019,神奈川県,横須賀市,28,39664400.0,646000.0,1110603200.0,48,4,4,4
公明党,2023,神奈川県,横須賀市,4,39664400.0,646000.0,158657600.0,48,4,4,4
日本共産党,2023,神奈川県,横須賀市,2,39664400.0,646000.0,79328800.0,48,4,4,4
民主党,2023,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
無所属,2023,神奈川県,横須賀市,27,39664400.0,646000.0,1070938800.0,48,4,4,4
社会民主党,2023,神奈川県,横須賀市,1,39664400.0,646000.0,39664400.0,48,4,4,4
公明党,2003,神奈川県,相模原市,3,41164800.0,670000.0,123494400.0,48,4,4,4
参政党,2003,神奈川県,相模原市,1,41164800.0,670000.0,41164800.0,48,4,4,4
国民民主党,2003,神奈川県,相模原市,1,41164800.0,670000.0,41164800.0,48,4,4,4
日本共産党,2003,神奈川県,相模原市,4,41164800.0,670000.0,164659200.0,48,4,4,4
日本維新の会,2003,神奈川県,相模原市,1,41164800.0,670000.0,41164800.0,48,4,4,4
無所属,2003,神奈川県,相模原市,23,41164800.0,670000.0,946790400.0,48,4,4,4
公明党,2007,福岡県,久留米市,2,35758080.0,582000.0,71516160.0,48,4,4,4
日本共産党,2007,福岡県,久留米市,3,35758080.0,582000.0,107274240.0,48,4,4,4
無所属,2007,福岡県,久留米市,24,35758080.0,582000.0,858193920.0,48,4,4,4
自由民主党,2007,福岡県,久留米市,1,35758080.0,582000.0,35758080.0,48,4,4,4
公明党,2011,福岡県,久留米市,4,35758080.0,582000.0,143032320.0,48,4,4,4
日本共産党,2011,福岡県,久留米市,1,35758080.0,582000.0,35758080.0,48,4,4,4
無所属,2011,福岡県,久留米市,25,35758080.0,582000.0,893952000.0,48,4,4,4
自由民主党,2011,福岡県,久留米市,4,35758080.0,582000.0,143032320.0,48,4,4,4
公明党,2015,福岡県,久留米市,3,35758080.0,582000.0,107274240.0,48,4,4,4
日本共産党,2015,福岡県,久留米市,2,35758080.0,582000.0,71516160.0,48,4,4,4
無所属,2015,福岡県,久留米市,28,35758080.0,582000.0,1001226240.0,48,4,4,4
自由民主党,2015,福岡県,久留米市,1,35758080.0,582000.0,35758080.0,48,4,4,4
れいわ新選組,2019,福岡県,久留米市,1,25072560.0,582000.0,25072560.0,33,2,3,3
公明党,2019,福岡県,久留米市,2,25072560.0,582000.0,50145120.0,33,2,3,3
日本共産党,2019,福岡県,久留米市,2,25072560.0,582000.0,50145120.0,33,2,3,3
無所属,2019,福岡県,久留米市,20,25072560.0,582000.0,501451200.0,33,2,3,3
日本共産党,2022,福岡県,久留米市,1,10685520.0,582000.0,10685520.0,15,2,1,1
公明党,2023,福岡県,久留米市,2,35758080.0,582000.0,71516160.0,48,4,4,4
日本共産党,2023,福岡県,久留米市,2,35758080.0,582000.0,71516160.0,48,4,4,4
無所属,2023,福岡県,久留米市,28,35758080.0,582000.0,1001226240.0,48,4,4,4
社会民主党,2023,福岡県,久留米市,1,35758080.0,582000.0,35758080.0,48,4,4,4
無所属,2007,福岡県,北九州市,1,1760000.0,880000.0,1760000.0,2,1,0,0
無所属,2007,福岡県,北九州市,1,105142400.0,880000.0,105142400.0,93,7,8,8
無所属,2015,福岡県,北九州市,1,53891200.0,880000.0,53891200.0,48,4,4,4
無所属,2019,福岡県,北九州市,1,53891200.0,880000.0,53891200.0,48,4,4,4
無所属,2008,福島県,いわき市,1,38581200.0,630000.0,38581200.0,48,4,4,4
公明党,2012,福島県,いわき市,3,38581200.0,630000.0,115743600.0,48,4,4,4
日本共産党,2012,福島県,いわき市,3,38581200.0,630000.0,115743600.0,48,4,4,4
無所属,2012,福島県,いわき市,31,38581200.0,630000.0,1196017200.0,48,4,4,4
公明党,2016,福島県,いわき市,3,38581200.0,630000.0,115743600.0,48,4,4,4
日本共産党,2016,福島県,いわき市,2,38581200.0,630000.0,77162400.0,48,4,4,4
無所属,2016,福島県,いわき市,24,38581200.0,630000.0,925948800.0,48,4,4,4
たちあがれ日本,2020,福島県,いわき市,1,38581200.0,630000.0,38581200.0,48,4,4,4
公明党,2020,福島県,いわき市,3,38581200.0,630000.0,115743600.0,48,4,4,4
日本共産党,2020,福島県,いわき市,4,38581200.0,630000.0,154324800.0,48,4,4,4
無所属,2020,福島県,いわき市,26,38581200.0,630000.0,1003111200.0,48,4,4,4
社会民主党,2020,福島県,いわき市,1,38581200.0,630000.0,38581200.0,48,4,4,4
公明党,2024,福島県,いわき市,2,38581200.0,630000.0,77162400.0,48,4,4,4
日本共産党,2024,福島県,いわき市,3,38581200.0,630000.0,115743600.0,48,4,4,4
次世代の党,2024,福島県,いわき市,1,38581200.0,630000.0,38581200.0,48,4,4,4
無所属,2024,福島県,いわき市,25,38581200.0,630000.0,964530000.0,48,4,4,4
公明党,2003,福島県,福島市,6,36802560.0,599000.0,220815360.0,48,4,4,4
品川・生活者ネットワーク,2003,福島県,福島市,1,36802560.0,599000.0,36802560.0,48,4,4,4
日本共産党,2003,福島県,福島市,7,36802560.0,599000.0,257617920.0,48,4,4,4
民主党,2003,福島県,福島市,3,36802560.0,599000.0,110407680.0,48,4,4,4
無所属,2003,福島県,福島市,4,36802560.0,599000.0,147210240.0,48,4,4,4
維新の党,2003,福島県,福島市,1,36802560.0,599000.0,36802560.0,48,4,4,4
自由民主党,2003,福島県,福島市,8,36802560.0,599000.0,294420480.0,48,4,4,4
公明党,2007,福島県,福島市,4,39545980.0,599000.0,158183920.0,51,4,5,4
品川・生活者ネットワーク,2007,福島県,福島市,1,39545980.0,599000.0,39545980.0,51,4,5,4
日本共産党,2007,福島県,福島市,2,39545980.0,599000.0,79091960.0,51,4,5,4
日本維新の会,2007,福島県,福島市,1,39545980.0,599000.0,39545980.0,51,4,5,4
民主党,2007,福島県,福島市,2,39545980.0,599000.0,79091960.0,51,4,5,4
無所属,2007,福島県,福島市,4,39545980.0,599000.0,158183920.0,51,4,5,4
立憲民主党,2007,福島県,福島市,1,39545980.0,599000.0,39545980.0,51,4,5,4
自由民主党,2007,福島県,福島市,8,39545980.0,599000.0,316367840.0,51,4,5,4
都民ファーストの会,2007,福島県,福島市,1,39545980.0,599000.0,39545980.0,51,4,5,4
NHKから国民を守る党,2011,福島県,福島市,1,36802560.0,599000.0,36802560.0,48,4,4,4
公明党,2011,福島県,福島市,5,36802560.0,599000.0,184012800.0,48,4,4,4
品川・生活者ネットワーク,2011,福島県,福島市,2,36802560.0,599000.0,73605120.0,48,4,4,4
国民民主党,2011,福島県,福島市,1,36802560.0,599000.0,36802560.0,48,4,4,4
日本共産党,2011,福島県,福島市,4,36802560.0,599000.0,147210240.0,48,4,4,4
無所属,2011,福島県,福島市,7,36802560.0,599000.0,257617920.0,48,4,4,4
自由民主党,2011,福島県,福島市,7,36802560.0,599000.0,257617920.0,48,4,4,4
れいわ新選組,2015,福島県,福島市,1,35257140.0,599000.0,35257140.0,47,4,3,4
公明党,2015,福島県,福島市,7,35257140.0,599000.0,246799980.0,47,4,3,4
参政党,2015,福島県,福島市,1,35257140.0,599000.0,35257140.0,47,4,3,4
品川・生活者ネットワーク,2015,福島県,福島市,1,35257140.0,599000.0,35257140.0,47,4,3,4
国民民主党,2015,福島県,福島市,1,35257140.0,599000.0,35257140.0,47,4,3,4
日本共産党,2015,福島県,福島市,5,35257140.0,599000.0,176285700.0,47,4,3,4
日本維新の会,2015,福島県,福島市,2,35257140.0,599000.0,70514280.0,47,4,3,4
無所属,2015,福島県,福島市,8,35257140.0,599000.0,282057120.0,47,4,3,4
立憲民主党,2015,福島県,福島市,2,35257140.0,599000.0,70514280.0,47,4,3,4
自由民主党,2015,福島県,福島市,6,35257140.0,599000.0,211542840.0,47,4,3,4
都民ファーストの会,2015,福島県,福島市,1,35257140.0,599000.0,35257140.0,47,4,3,4
無所属,2019,福島県,福島市,4,38347980.0,599000.0,153391920.0,49,4,5,4
自由民主党,2019,福島県,福島市,3,38347980.0,599000.0,115043940.0,49,4,5,4
国分寺・生活者ネットワーク,2023,福島県,福島市,1,36802560.0,599000.0,36802560.0,48,4,4,4
民主党,2023,福島県,福島市,2,36802560.0,599000.0,73605120.0,48,4,4,4
無所属,2023,福島県,福島市,9,36802560.0,599000.0,331223040.0,48,4,4,4
自由民主党,2023,福島県,福島市,1,36802560.0,599000.0,36802560.0,48,4,4,4
みんなの党,2007,福島県,郡山市,1,40691999.99999999,600000.0,40691999.99999999,53,4,5,4
公明党,2007,福島県,郡山市,6,40691999.99999999,600000.0,244151999.99999994,53,4,5,4
国立・生活者ネットワーク,2007,福島県,郡山市,3,40691999.99999999,600000.0,122075999.99999997,53,4,5,4
日本共産党,2007,福島県,郡山市,4,40691999.99999999,600000.0,162767999.99999997,53,4,5,4
民主党,2007,福島県,郡山市,3,40691999.99999999,600000.0,122075999.99999997,53,4,5,4
無所属,2007,福島県,郡山市,10,40691999.99999999,600000.0,406919999.99999994,53,4,5,4
社会民主党,2007,福島県,郡山市,1,40691999.99999999,600000.0,40691999.99999999,53,4,5,4
自由民主党,2007,福島県,郡山市,6,40691999.99999999,600000.0,244151999.99999994,53,4,5,4
公明党,2011,福島県,郡山市,4,36144000.0,600000.0,144576000.0,47,4,4,4
国立・生活者ネットワーク,2011,福島県,郡山市,3,36144000.0,600000.0,108432000.0,47,4,4,4
日本共産党,2011,福島県,郡山市,6,36144000.0,600000.0,216864000.0,47,4,4,4
民主党,2011,福島県,郡山市,1,36144000.0,600000.0,36144000.0,47,4,4,4
無所属,2011,福島県,郡山市,9,36144000.0,600000.0,325296000.0,47,4,4,4
社会民主党,2011,福島県,郡山市,2,36144000.0,600000.0,72288000.0,47,4,4,4
緑の党グリーンズジャパン,2011,福島県,郡山市,1,36144000.0,600000.0,36144000.0,47,4,4,4
自由民主党,2011,福島県,郡山市,8,36144000.0,600000.0,289152000.0,47,4,4,4
公明党,2015,福島県,郡山市,3,15024000.0,600000.0,45072000.0,20,2,1,2
国立・生活者ネットワーク,2015,福島県,郡山市,1,15024000.0,600000.0,15024000.0,20,2,1,2
日本共産党,2015,福島県,郡山市,3,15024000.0,600000.0,45072000.0,20,2,1,2
日本維新の会,2015,福島県,郡山市,1,15024000.0,600000.0,15024000.0,20,2,1,2
無所属,2015,福島県,郡山市,10,15024000.0,600000.0,150240000.0,20,2,1,2
社会民主党,2015,福島県,郡山市,1,15024000.0,600000.0,15024000.0,20,2,1,2
立憲民主党,2015,福島県,郡山市,1,15024000.0,600000.0,15024000.0,20,2,1,2
緑の党グリーンズジャパン,2015,福島県,郡山市,1,15024000.0,600000.0,15024000.0,20,2,1,2
自由民主党,2015,福島県,郡山市,7,15024000.0,600000.0,105168000.0,20,2,1,2
無所属,2017,福島県,郡山市,1,21720000.0,600000.0,21720000.0,28,2,3,2
公明党,2019,福島県,郡山市,3,36744000.0,600000.0,110232000.0,48,4,4,4
国立・生活者ネットワーク,2019,福島県,郡山市,2,36744000.0,600000.0,73488000.0,48,4,4,4
日本共産党,2019,福島県,郡山市,2,36744000.0,600000.0,73488000.0,48,4,4,4
無所属,2019,福島県,郡山市,10,36744000.0,600000.0,367440000.0,48,4,4,4
社会民主党,2019,福島県,郡山市,1,36744000.0,600000.0,36744000.0,48,4,4,4
立憲民主党,2019,福島県,郡山市,1,36744000.0,600000.0,36744000.0,48,4,4,4
自由民主党,2019,福島県,郡山市,1,36744000.0,600000.0,36744000.0,48,4,4,4
保守新党,2023,福島県,郡山市,1,36744000.0,600000.0,36744000.0,48,4,4,4
公明党,2023,福島県,郡山市,7,36744000.0,600000.0,257208000.0,48,4,4,4
日本共産党,2023,福島県,郡山市,5,36744000.0,600000.0,183720000.0,48,4,4,4
民主党,2023,福島県,郡山市,2,36744000.0,600000.0,73488000.0,48,4,4,4
無所属,2023,福島県,郡山市,2,36744000.0,600000.0,73488000.0,48,4,4,4
社会民主党,2023,福島県,郡山市,1,36744000.0,600000.0,36744000.0,48,4,4,4
自由民主党,2023,福島県,郡山市,16,36744000.0,600000.0,587904000.0,48,4,4,4
公明党,2007,秋田県,秋田市,5,37937500.0,625000.0,189687500.0,48,4,4,4
新社会党,2007,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
日本共産党,2007,秋田県,秋田市,3,37937500.0,625000.0,113812500.0,48,4,4,4
無所属,2007,秋田県,秋田市,9,37937500.0,625000.0,341437500.0,48,4,4,4
立憲民主党,2007,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
自由民主党,2007,秋田県,秋田市,2,37937500.0,625000.0,75875000.0,48,4,4,4
公明党,2011,秋田県,秋田市,5,37937500.0,625000.0,189687500.0,48,4,4,4
国民会議,2011,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
日本共産党,2011,秋田県,秋田市,8,37937500.0,625000.0,303500000.0,48,4,4,4
民主党,2011,秋田県,秋田市,2,37937500.0,625000.0,75875000.0,48,4,4,4
無所属,2011,秋田県,秋田市,7,37937500.0,625000.0,265562500.0,48,4,4,4
社会民主党,2011,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
自由民主党,2011,秋田県,秋田市,13,37937500.0,625000.0,493187500.0,48,4,4,4
公明党,2015,秋田県,秋田市,9,37937500.0,625000.0,341437500.0,48,4,4,4
日本共産党,2015,秋田県,秋田市,2,37937500.0,625000.0,75875000.0,48,4,4,4
民主党,2015,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
無所属,2015,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
自由民主党,2015,秋田県,秋田市,2,37937500.0,625000.0,75875000.0,48,4,4,4
新社会党,2019,秋田県,秋田市,1,18968750.0,625000.0,18968750.0,24,2,2,2
日本共産党,2019,秋田県,秋田市,7,18968750.0,625000.0,132781250.0,24,2,2,2
民主党,2019,秋田県,秋田市,2,18968750.0,625000.0,37937500.0,24,2,2,2
無所属,2019,秋田県,秋田市,6,18968750.0,625000.0,113812500.0,24,2,2,2
社会民主党,2019,秋田県,秋田市,1,18968750.0,625000.0,18968750.0,24,2,2,2
自由民主党,2019,秋田県,秋田市,6,18968750.0,625000.0,113812500.0,24,2,2,2
立憲民主党,2021,秋田県,秋田市,1,18968750.0,625000.0,18968750.0,24,2,2,2
公明党,2023,秋田県,秋田市,9,37937500.0,625000.0,341437500.0,48,4,4,4
新社会党,2023,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
日本共産党,2023,秋田県,秋田市,8,37937500.0,625000.0,303500000.0,48,4,4,4
民主党,2023,秋田県,秋田市,4,37937500.0,625000.0,151750000.0,48,4,4,4
無所属,2023,秋田県,秋田市,3,37937500.0,625000.0,113812500.0,48,4,4,4
社会民主党,2023,秋田県,秋田市,1,37937500.0,625000.0,37937500.0,48,4,4,4
自由民主党,2023,秋田県,秋田市,10,37937500.0,625000.0,379375000.0,48,4,4,4
公明党,2001,群馬県,前橋市,4,71650800.0,585000.0,286603200.0,96,8,8,8
日本共産党,2001,群馬県,前橋市,6,71650800.0,585000.0,429904800.0,96,8,8,8
杉並・生活者ネットワーク,2001,群馬県,前橋市,2,71650800.0,585000.0,143301600.0,96,8,8,8
民主党,2001,群馬県,前橋市,2,71650800.0,585000.0,143301600.0,96,8,8,8
無所属,2001,群馬県,前橋市,7,71650800.0,585000.0,501555600.0,96,8,8,8
社会民主党,2001,群馬県,前橋市,1,71650800.0,585000.0,71650800.0,96,8,8,8
自由民主党,2001,群馬県,前橋市,10,71650800.0,585000.0,716508000.0,96,8,8,8
公明党,2009,群馬県,前橋市,4,35825400.0,585000.0,143301600.0,48,4,4,4
民主党,2009,群馬県,前橋市,2,35825400.0,585000.0,71650800.0,48,4,4,4
無所属,2009,群馬県,前橋市,7,35825400.0,585000.0,250777800.0,48,4,4,4
自由民主党,2009,群馬県,前橋市,4,35825400.0,585000.0,143301600.0,48,4,4,4
NHKから国民を守る党,2013,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
公明党,2013,群馬県,前橋市,7,35825400.0,585000.0,250777800.0,48,4,4,4
日本共産党,2013,群馬県,前橋市,5,35825400.0,585000.0,179127000.0,48,4,4,4
日本維新の会,2013,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
杉並・生活者ネットワーク,2013,群馬県,前橋市,2,35825400.0,585000.0,71650800.0,48,4,4,4
無所属,2013,群馬県,前橋市,8,35825400.0,585000.0,286603200.0,48,4,4,4
立憲民主党,2013,群馬県,前橋市,5,35825400.0,585000.0,179127000.0,48,4,4,4
自由民主党,2013,群馬県,前橋市,8,35825400.0,585000.0,286603200.0,48,4,4,4
都政を革新する会,2013,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
れいわ新選組,2017,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
日本共産党,2017,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
日本維新の会,2017,群馬県,前橋市,2,35825400.0,585000.0,71650800.0,48,4,4,4
無所属,2017,群馬県,前橋市,2,35825400.0,585000.0,71650800.0,48,4,4,4
立憲民主党,2017,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
自由民主党,2017,群馬県,前橋市,8,35825400.0,585000.0,286603200.0,48,4,4,4
都民ファーストの会,2017,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
公明党,2021,群馬県,前橋市,5,35825400.0,585000.0,179127000.0,48,4,4,4
参政党,2021,群馬県,前橋市,1,35825400.0,585000.0,35825400.0,48,4,4,4
日本共産党,2021,群馬県,前橋市,5,35825400.0,585000.0,179127000.0,48,4,4,4
杉並・生活者ネットワーク,2021,群馬県,前橋市,2,35825400.0,585000.0,71650800.0,48,4,4,4
